coptic,greek
ⲡⲟⲗⲓⲧⲉⲩⲙⲁ,πολιτευμα
ⲡⲟⲗⲓⲧⲉⲩⲧⲏⲥ,πολιτευτης
ⲡⲟⲗⲓⲧⲏⲥ,πολιτης
ⲡⲟⲗⲗⲁⲕⲓⲥ,πολλακις
ⲡⲟⲗⲩⲅⲟⲛⲟⲛ,πολυγονον
ⲡⲟⲗⲩⲙⲁⲣⲭⲏⲥ,πολεμαρχης
ⲡⲟⲛⲏⲣⲁ,πονηρος
ⲡⲟⲛⲏⲣⲉⲩⲉ,πονηρευω
ⲡⲟⲛⲏⲣⲓⲁ,πονηρια
ⲡⲟⲛⲏⲣⲟⲛ,πονηρος
ⲡⲟⲛⲏⲣⲟⲥ,πονηρος
ⲡⲟⲣⲛⲉⲓⲁ,πορνεια
ⲡⲟⲣⲛⲉⲩⲉ,πορνευω
ⲡⲟⲣⲛⲏ,πορνη
ⲡⲟⲣⲛⲓⲕⲟⲛ,πορνικος
ⲡⲟⲣⲛⲓⲟⲛ,πορνειον
ⲡⲟⲣⲛⲟⲕⲟⲡⲟⲥ,πορνοκοπος
ⲡⲟⲣⲛⲟⲥ,πορνος
ⲡⲟⲣⲫⲩⲣⲁ,πορφυρα
ⲡⲟⲥⲓⲇⲱⲛ,ποσειδων
ⲡⲟⲧⲁⲕⲓⲟⲛ,ποδακιον
ⲡⲟⲧⲁⲙⲟⲥ,ποταμος
ⲡⲟⲧⲉⲣⲟⲥ,ποτερος
ⲡⲟⲧⲏⲣⲓⲟⲛ,ποτηριον
ⲡⲣⲁⲅⲙⲁ,πραγμα
ⲡⲣⲁⲅⲙⲁⲧⲁ,πραγμα
ⲡⲣⲁⲅⲙⲁⲧⲉⲩⲉⲥⲑⲁⲓ,πραγματευομαι
ⲡⲣⲁⲅⲙⲁⲧⲉⲩⲧⲏⲥ,πραγματευτης
ⲡⲣⲁⲅⲙⲁⲧⲓⲁ,πραγματεια
ⲡⲣⲁⲓⲧⲁ,πραιδευω
ⲡⲣⲁⲓⲧⲉⲓ,πραιδα
ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ,πραιτωριον
ⲡⲣⲁⲕⲧⲓⲕⲟⲛ,πρακτικος
ⲡⲣⲁⲝⲓⲥ,πραξις
ⲡⲣⲁⲥⲓⲥ,πρασις
ⲡⲣⲁⲥⲥⲁ,πρασσω
ⲡⲣⲁⲥⲥⲉ,πρασσω
ⲡⲣⲁⲧⲧⲉⲥⲑⲁⲓ,πρασσω
ⲡⲣⲉⲡⲉⲓ,πρεπⲱ
ⲡⲣⲉⲡⲟⲛ,πρεπⲱ
ⲡⲣⲉⲡⲟⲥⲓⲧⲟⲥ,πραιποσιτος
ⲡⲣⲉⲥⲃⲉⲓⲁ,πρεσβεια
ⲡⲣⲉⲥⲃⲉⲩⲉ,πρεσβευω
ⲡⲣⲉⲥⲃⲉⲩⲧⲏⲥ,πρεσβευτης
ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ,πρεσβυτερος
ⲡⲣⲟⲁⲓⲥⲧⲓⲟⲛ,προαστιον
ⲡⲣⲟⲁⲡⲁⲧⲱⲣ,προαπατωρ
ⲡⲣⲟⲃⲁⲗⲉ,προβαλλω
ⲡⲣⲟⲃⲁⲧⲓⲕⲏ,προβατικος
ⲡⲣⲟⲃⲗⲏⲙⲁ,προβλημα
ⲡⲣⲟⲃⲟⲗⲏ,προβολη
ⲡⲣⲟⲃⲟⲗⲟⲟⲩⲉ,προβολη
ⲡⲣⲟⲅⲉⲛⲉⲥⲧⲉⲣⲟⲛ,προγενεστερος
ⲡⲣⲟⲅⲉⲛⲏⲧⲱⲣ,προγεννητωρ
ⲡⲣⲟⲅⲛⲱⲥⲓⲥ,προγνωσις
ⲡⲣⲟⲇⲓⲇⲟⲩ,προδιδω
ⲡⲣⲟⲇⲟⲇⲓⲁⲕⲟⲛⲟⲥ,πρωτοδιακονος
ⲡⲣⲟⲇⲟⲧⲏⲥ,προδοτης
ⲡⲣⲟⲇⲣⲟⲙⲟⲥ,προδρομος
ⲡⲣⲟⲉⲗⲑⲉ,προελθε
ⲡⲣⲟⲉⲙⲏⲛⲉⲩⲉ,προμηνυω
ⲡⲣⲟⲉⲥⲧⲟⲩ,προεστως
ⲡⲣⲟⲉⲥⲧⲱⲥ,προεστως
ⲡⲣⲟⲑⲉⲥⲙⲓⲁ,προθεσμια
ⲡⲣⲟⲑⲩⲙⲓⲁ,προθυμια
ⲡⲣⲟⲑⲩⲙⲟⲥ,προθυμος
ⲡⲣⲟⲕⲓⲙⲉⲛⲟⲛ,προκειμενον
ⲡⲣⲟⲕⲟⲡⲧⲉ,προκοπτω
ⲡⲣⲟⲕⲣⲓⲙⲁⲧⲓⲍⲉ,προκριματιζω
ⲡⲣⲟⲗⲁⲙⲃⲁⲛⲉ,προλαμβανω
ⲡⲣⲟⲛⲓⲕⲟⲥ,προυνικος
ⲡⲣⲟⲛⲟⲏⲧⲏⲥ,προνοητης
ⲡⲣⲟⲛⲟⲏⲧⲟⲥ,προνοητος (ii)
ⲡⲣⲟⲛⲟⲓⲁ,προνοια
ⲡⲣⲟⲛⲟⲙⲓⲟⲛ,προνομιον
ⲡⲣⲟⲟⲛ,προων
ⲡⲣⲟⲡⲁⲧⲱⲣ,προπατωρ
ⲡⲣⲟⲡⲉⲧⲏⲥ,προπετης
ⲡⲣⲟⲥ,προς
ⲡⲣⲟⲥⲁⲃⲃⲁⲧⲟⲛ,προσαββατον
ⲡⲣⲟⲥⲇⲟⲕⲁ,προσδοκαω
ⲡⲣⲟⲥⲇⲟⲕⲉⲓ,προσδοκεω
ⲡⲣⲟⲥⲇⲟⲕⲓⲁ,προσδοκια
ⲡⲣⲟⲥⲉⲗⲑⲉ,προσερχομαι
ⲡⲣⲟⲥⲉⲛⲉⲅⲕⲉⲓ,προσφερω
ⲡⲣⲟⲥⲉⲩⲭⲉ,προσευχομαι
ⲡⲣⲟⲥⲉⲩⲭⲉⲥⲑⲁⲓ,προσευχομαι
ⲡⲣⲟⲥⲉⲩⲭⲏ,προσευχη
ⲡⲣⲟⲥⲉⲭⲉ,προσεχω
ⲡⲣⲟⲥⲑⲉⲙⲁ,προσθεμα
ⲡⲣⲟⲥⲑⲏⲣⲟⲥ,προσθυρος
ⲡⲣⲟⲥⲑⲩⲕⲏ,προσθηκη
ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ,προσκαρτερεω
ⲡⲣⲟⲥⲕⲩⲛⲉⲓ,προσκυνεω
ⲡⲣⲟⲥⲕⲩⲛⲏⲥⲓⲥ,προσκυνησις
ⲡⲣⲟⲥⲕⳇ,προσκυνητης
ⲡⲣⲟⲥⲡⲟⲓⲉⲓ,προσποιεω
ⲡⲣⲟⲥⲧⲁⲥⲓⲁ,προστασια
ⲡⲣⲟⲥⲧⲁⲧⲏⲥ,προστατης
ⲡⲣⲟⲥⲧⲓⲙⲟⲛ,προστιμον
ⲡⲣⲟⲥⲫⲉⲣⲉⲓ,προσφερω
ⲡⲣⲟⲥⲫⲉⲣⲓⲛ,προσφερω
ⲡⲣⲟⲥⲫⲟⲣⲁ,προσφορα
ⲡⲣⲟⲥⲫⲱⲛⲉⲓ,προσφωνεω
ⲡⲣⲟⲥⲭⲁⲣⲓⲍⲉ,προσχαριζομαι
ⲡⲣⲟⲥⲱⲡⲟⲛ,προσωπον
ⲡⲣⲟⲧⲁⲥⲥⲉ,προτασσω
ⲡⲣⲟⲧⲉⲕⲧⲱⲣ,πρωτεκτωρ
ⲡⲣⲟⲧⲟⲅⲉⲛⲏⲧⲟⲥ,πρωτογεννητος
ⲡⲣⲟⲧⲟⲅⲉⲛⲛⲏⲧⲱⲣ,πρωτογεννητωρ
ⲡⲣⲟⲧⲟⲡⲗⲁⲥⲙⲁ,πρωτοπλασμα
ⲡⲣⲟⲧⲟⲡⲟⲗⲓⲧⲏⲥ,πρωτοπολιτης
ⲡⲣⲟⲧⲟⲫⲓⲗⲟⲥ,πρωτοφιλος
ⲡⲣⲟⲧⲣⲉⲡⲉ,προτρεπω
ⲡⲣⲟⲧⲣⲟⲡⲏ,προτροπη
ⲡⲣⲟⲧⲱⲕⲟⲗⲙⲁ,πρωτοκολλον
ⲡⲣⲟⲩⲛⲓⲕⲟⲛ,προυνικος
ⲡⲣⲟⲩⲛⲓⲕⲟⲥ,προυνικος
ⲡⲣⲟⲩⲡⲉⲣⲁⲙⲓⲁⲛⲧⲟⲥ,προυπεραμιαντος
ⲡⲣⲟⲩⲡⲉⲣⲁⲡⲉⲣⲁⲛⲧⲟⲛ,προυπεραπεραντος
ⲡⲣⲟⲩⲡⲉⲣⲁⲭⲱⲣⲏⲧⲟⲥ,προυπεραχωρητος
ⲡⲣⲟⲫⲁⲛⲉⲓⲁ,προφανεια
ⲡⲣⲟⲫⲁⲥⲓⲥ,προφασις
ⲡⲣⲟⲫⲏⲧⲉⲓⲁ,προφητεια
ⲡⲣⲟⲫⲏⲧⲉⲩⲉ,προφητευω
ⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ,προφητευω
ⲡⲣⲟⲫⲏⲧⲏⲥ,προφητης
ⲡⲣⲟⲫⲏⲧⲓⲕⲟⲛ,προφητικος
ⲡⲣⲟⲭⲉⲓⲣⲟⲛ,προχειρος
ⲡⲣⲟⲱⲛⲧⲟⲥ,προοντος
ⲡⲣⲟⲹⲁⲓⲣⲉⲥⲓⲥ,προαιρεσις
ⲡⲣⲟⲹⲓⲥⲧⲁ,προισταω
ⲡⲣⲟⲹⲟⲓⲙⲓⲟⲛ,προοιμιον
ⲡⲣⲱⲧⲁⲣⲭⲱⲛ,πρωταρχων
ⲡⲣⲱⲧⲉⲛⲛⲟⲓⲁ,πρωτεννοια
ⲡⲣⲱⲧⲏ,πρωτος
ⲡⲣⲱⲧⲓⲁ,πρωτια
ⲡⲣⲱⲧⲟⲫⲁⲛⲏⲥ,πρωτοφανης
ⲡⲣⲱⲧⲩⲙⲓⲥⲓⲥ,προτιμησις
ⲡⲥⲓⲏⲅⲉ,ψαω
ⲡⲧⲏⲣⲓ,πτερις
ⲡⲧⲏⲣⲓⲕⲟⲛ,πτερυγιον
ⲡⲧⲱⲙⲁ,πτωμα
ⲡⲩⲗⲏ,πυλη
ⲡⲩⲗⲱⲛ,πυλων
ⲡⲩⲝⲓⲟⲛ,πυξιον
ⲡⲩⲝⲟⲥ,πυξος
ⲡⲩⲣⲁ,πειρα
ⲡⲩⲣⲅⲟⲥ,πυργος
ⲡⲩⲣⲟⲩ,πυροω
ⲡⲱⲥ,πως
ⲣⲉⲿⲛⲏⲥ,ρητινη
ⲣⲏⲥⲓⲥ,ρησις
ⲣⲏⲧⲱⲣⲉⲩⲓⲛ,ρητορευω
ⲥⲁⲃⲁⲕⲁⲧⲉ,σαβακαθιον
ⲥⲁⲃⲃⲁⲧⲟⲛ,σαββατον
ⲥⲁⲇⲇⲟⲩⲕⲁⲓⲟⲥ,σαδδουκαιος
ⲥⲁⲕⲁⲙⲟⲩⲛⲓⲁ,σκαμμωνια
ⲥⲁⲕⲓⲁ,σακια
ⲥⲁⲕⲟⲕⲏⲗⲗⲏⲥ,σαρκοκολλα
ⲥⲁⲗⲁⲙⲁⲛⲇⲣⲁ,σαλαμανδρα
ⲥⲁⲗⲡⲓⲅⲅⲟⲥ,σαλπιγγος
ⲥⲁⲗⲡⲓⲅⲝ,σαλπιγξ
ⲥⲁⲗⲡⲓⲍⲉ,σαλπιζω
ⲥⲁⲙⲁⲣⲓⲧⲏⲥ,σαμαριτης
ⲥⲁⲙⲥⲟⲩⲭⲟⲥ,σαμψουχον
ⲥⲁⲛⲇⲁⲗⲓⲟⲛ,σανδαλιον
ⲥⲁⲛⲧⲁⲣⲁⲭⲏⲥ,σανδαρακη
ⲥⲁⲛⲧⲓⲕⲟⲩ,σανδυξ
ⲥⲁⲡⲡⲉⲓⲣⲓⲛⲟⲛ,σαπφειρινος
ⲥⲁⲡⲡⲓⲣⲟⲛ,σαπφειρον
ⲥⲁⲡⲡⲓⲣⲟⲥ,σαπφειρος
ⲥⲁⲣⲁⲅⲏⲛⲟⲥ,σαρακηνος
ⲥⲁⲣⲁⲕⲓⲛⲏ,σαρακηνος
ⲥⲁⲣⲁⲫⲉⲓⲛ,σεραφιμ
ⲥⲁⲣⲇⲓⲛⲟⲛ,σαρδιvον
ⲥⲁⲣⲇⲓⲟⲛ,σαρδιον
ⲥⲁⲣⲕⲁⲕⲱⲗⲉⲱⲥ,σαρκοκολλα
ⲥⲁⲣⲕⲁⲛⲏ,σαργανη
ⲥⲁⲣⲕⲓⲕⲏ,σαρκικος
ⲥⲁⲣⲕⲓⲕⲟⲛ,σαρκικος
ⲥⲁⲣⲕⲓⲕⲟⲥ,σαρκικος
ⲥⲁⲣⲕⲓⲛⲏ,σαρκινος
ⲥⲁⲣⲕⲓⲛⲟⲥ,σαρκινος
ⲥⲁⲣⲝ,σαρξ
ⲥⲁⲧⲁⲛⲁⲥ,σατανας
ⲥⲁⲧⲁⲣⲁⲕⲟⲥ,σανδαρακη
ⲥⲁⲧⲉⲉⲣⲉ,στατηρ
ⲥⲁⲫⲏⲛⲓⲍⲉ,σαφηνιζω
ⲥⲁⲫⲱⲥ,σαφως
ⲥⲉⲃⲉⲥⲑⲁⲓ,σεβομαι
ⲥⲉⲃⲏⲣⲓⲟⲛ,σεβηριον
ⲥⲉⲃⲓⲥⲧⲏ,σεβιστη (?)
ⲥⲉⲗⲏⲛⲓⲁⲍⲉ,σεληνιαζομαι
ⲥⲉⲗⲓⲛⲏ,σελινον
ⲥⲉⲙⲛⲏ,σεμνος
ⲥⲉⲙⲛⲟⲛ,σεμνος
ⲥⲉⲙⲛⲟⲥ,σεμνος
ⲥⲉⲛⲁⲗⲁⲥⲉ,συναλλασσω
ⲥⲉⲣⲁⲡⲓⲥ,σεραπις
ⲥⲏⲙⲁⲛⲉ,σημαινω
ⲥⲏⲙⲁⲥⲓⲁ,σημασια
ⲥⲏⲙⲉⲓⲟⲛ,σημειον
ⲥⲏⲙⲓⲟⲛ,σημειον
ⲥⲏⲛⲅⲕⲗⲏⲧⲓⲕⲏ,συγκλητικος
ⲥⲑⲣⲟⲩⲑⲟⲥ,στρουθος
ⲥⲓⲅⲏ,σιγη
ⲥⲓⲅⲛⲟⲛ,σιγνον
ⲥⲓⲅⲛⲟⲩⲫⲩⲗⲁⲝ,σιγνοφυλαξ
ⲥⲓⲗⲓⲕⲟⲩ,σιρικον
ⲥⲓⲙⲱⲛⲓⲁⲛⲟⲥ,σιμωνιανος
ⲥⲓⲛⲁⲡⲛ,σιναπιον
ⲥⲓⲛⲇⲱⲛ,σινδων
ⲥⲓⲛⲇⲱⲛⲓⲟⲛ,σινδονιον
ⲥⲓⲡⲡⲓⲟⲛ,σιππιον
ⲥⲓⲥⲙⲟⲥ,σεισμος
ⲥⲓⲭⲁⲛⲉ,σικχαινω
ⲥⲓⲭⲁⲛⲉⲥⲑⲁⲓ,σικχαινω
ⲥⲕⲁⲗⲁ,σκαλα
ⲥⲕⲁⲙⲟⲩⲗⲓⲁⲥ,σκαμμωνια
ⲥⲕⲁⲛⲇⲁⲗⲉⲥⲍⲓⲛ,σκανδαλιζω
ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ,σκανδαλιζω
ⲥⲕⲁⲛⲇⲁⲗⲓⲥⲍⲉⲥⲑⲉ,σκανδαλιζω
ⲥⲕⲁⲛⲇⲁⲗⲟⲛ,σκανδαλον
ⲥⲕⲁⲛⲇⲁⲗⲟⲥ,σκανδαλος
ⲥⲕⲁⲣⲧⲱⲛ,σκορδον
ⲥⲕⲁⲫⲏ,σκαφη
ⲥⲕⲁⲫⲟⲥ,σκαφος
ⲥⲕⲉⲛⲱⲛ,σκηνον
ⲥⲕⲉⲡⲁⲍⲉ,σκεπαζω
ⲥⲕⲉⲡⲁⲍⲓⲛ,σκεπαζω
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ,σκεπαστης
ⲥⲕⲉⲡⲉ,σκεπη
ⲥⲕⲉⲡⲓ,σκεπη
ⲥⲕⲉⲡⲧⲉⲓ,σκεπτομαι
ⲥⲕⲉⲡⲧⲓⲛ,σκεπτομαι
ⲥⲕⲉⲡⲧⲓⲥⲑⲁⲓ,σκεπτομαι
ⲥⲕⲉⲡⲧⲱⲣ,σκεπτωρ
ⲥⲕⲉⲡⲱⲗⲁⲧⲱⲣ,σπεκουλατωρ
ⲥⲕⲉⲩⲁⲍⲉ,σκευαζω
ⲥⲕⲉⲩⲉ,σκευος
ⲥⲕⲉⲩⲏ,σκευη
ⲥⲕⲉⲩⲟⲥ,σκευος
ⲥⲕⲉⲯⲓⲥ,σκεψις
ⲥⲕⲏⲇⲁⲗⲏ,σκυταλη
ⲥⲕⲏⲛⲏ,σκηνη
ⲥⲕⲏⲛⲟⲡⲏⲅⲓⲁ,σκηνοπηγια
ⲥⲕⲓⲃⲩⲧⲱⲣ,σκουβιτωρ
ⲥⲕⲓⲗⲗⲁ,σκιλλα
ⲥⲕⲓⲣⲧⲁ,σκιρταω
ⲥⲕⲗⲏⲣⲓⲁ,σκληρια
ⲥⲕⲟⲡⲟⲥ,σκοπος
ⲥⲕⲟⲣⲉⲁ,σκωρια
ⲥⲕⲟⲣⲡⲓⲟⲛ,σκορπιος
ⲥⲕⲩⲑⲏⲥ,σκυθης
ⲥⲕⲩⲗⲗⲉⲓ,σκυλλω
ⲥⲕⲩⲗⲙⲟⲥ,σκυλμος
ⲥⲕⲩⲛⲱⲙⲁ,σκηνωμα
ⲥⲙⲁⲣⲁⲅⲇⲓⲛⲟⲥ,σμαραγδινος
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ,σμαραγδος
ⲥⲙⲉⲗⲓⲛ,σμιλιον
ⲥⲙⲓⲗⲁⲝ,σμιλαξ
ⲥⲙⲩⲣⲛⲏⲥ,σμυρνα
ⲥⲛⲕⲟⲩ,σογχος
ⲥⲛⲧⲁⲍⲉ,συντασσω
ⲥⲟⲇⲟⲙⲓⲧⲏⲥ,σοδομιτης
ⲥⲟⲩⲇⲁⲣⲓⲟⲛ,σουδαριον
ⲥⲟⲩⲙⲁⲣⲉⲥ,σωμαριστον
ⲥⲟⲫⲓⲁ,σοφια
ⲥⲟⲫⲓⲥⲧⲏⲥ,σοφιστης
ⲥⲟⲫⲟⲥ,σοφος
ⲥⲡⲁⲑⲓⲿⲕⲟⲛ,σπαθιτικον
ⲥⲡⲁⲛⲟⲛ,σπανος
ⲥⲡⲁⲧⲁⲗⲁ,σπαταλα
ⲥⲡⲁⲧⲁⲗⲁ,σπαταλαω
ⲥⲡⲁⲧⲁⲗⲟⲥ,σπαταλος
ⲥⲡⲉⲣⲙⲁ,σπερμα
ⲥⲡⲏⲗⲁⲓⲟⲛ,σπηλαιον
ⲥⲡⲓⲛⲑⲏⲣ,σπινθηρ
ⲥⲡⲓⲣⲁ,σπειρα
ⲥⲡⲗⲁⲅⲭⲛⲟⲛ,σπλαγχνον
ⲥⲡⲗⲏⲛ,σπλην
ⲥⲡⲟⲅⲅⲟⲥ,σπογγος
ⲥⲡⲟⲛⲇⲏ,σπονδη
ⲥⲡⲟⲛⲧⲓⲗⲟⲛ,σπονδαριον
ⲥⲡⲟⲣⲁ,σπορα
ⲥⲡⲟⲩⲇⲁⲍⲉ,σπουδαζω
ⲥⲡⲟⲩⲇⲁⲓⲟⲥ,σπουδαιος
ⲥⲡⲟⲩⲇⲏ,σπουδη
ⲥⲧⲁⲅⲱⲛ,σταγων
ⲥⲧⲁⲇⲓⲟⲛ,σταδιον
ⲥⲧⲁⲑⲙⲓⲕⲟⲛ,σταθμικος
ⲥⲧⲁⲕⲧⲏ,στακτη
ⲥⲧⲁⲥⲓⲁⲍⲉ,στασιαζω
ⲥⲧⲁⲥⲓⲁⲥⲧⲏⲥ,στασιαστης
ⲥⲧⲁⲥⲓⲥ,στασις
ⲥⲧⲁⲧⲓⲕⲟⲛ,στατικος
ⲥⲧⲁⲩⲗⲟⲛ,σταβλον
ⲥⲧⲁⲩⲣⲟⲥ,σταυρος
ⲥⲧⲁⲩⲣⲟⲩ,σταυροω
ⲥⲧⲁⲫⲩⲗⲏ,σταφυλη
ⲥⲧⲉⲓⲣⲁ,στειρα
ⲥⲧⲉⲛⲱⲥⲓⲥ,στενωσις
ⲥⲧⲉⲡⲧⲉⲣⲓⲁ,στυπτηρια
ⲥⲧⲉⲡⲧⲉⲣⲓⲁⲥ,στυπτηρια
ⲥⲧⲉⲣⲉⲱⲙⲁ,στερεωμα
ⲥⲧⲉⲫⲁⲛⲟⲥ,στεφανος
ⲥⲧⲉⲫⲁⲛⲟⲩ,στεφανοω
ⲥⲧⲉⲫⲁⲛⲟⲩⲫⲟⲣⲟⲥ,στεφανοφορος
ⲥⲧⲏⲗⲏ,στηλη
ⲥⲧⲏⲗⲗⲟⲥ,στυλος
ⲥⲧⲏⲗⲟⲅⲣⲁⲫⲓⲁ,στηλογραφια
ⲥⲧⲏⲙ,στιμμι
ⲥⲧⲓⲅⲙⲏ,στιγμη
ⲥⲧⲓⲍⲉ,στιζω
ⲥⲧⲓⲙⲉⲱⲥ,στιμμι
ⲥⲧⲓⲭⲉⲣⲟ(ⲛ),στιχηρον
ⲥⲧⲓⲭⲟⲥ,στιχος
ⲥⲧⲟⲁ,στοα
ⲥⲧⲟⲓⲭⲉⲓ,στοιχεω
ⲥⲧⲟⲓⲭⲓⲟⲛ,στοιχειον
ⲥⲧⲟⲗⲏ,στολη
ⲥⲧⲟⲗⲓⲍⲉ,στολιζω
ⲥⲧⲟⲗⲟⲧⲟⲥ,στολοτος
ⲥⲧⲟⲙⲁⲧⲓⲕⲟⲛ,στοματικον
ⲥⲧⲟⲙⲁⲭⲟⲥ,στομαχος
ⲥⲧⲟⲛⲟⲥ,στονος
ⲥⲧⲣⲁⲧⲉⲓⲁ,στρατια
ⲥⲧⲣⲁⲧⲉⲩⲉ,στρατευω
ⲥⲧⲣⲁⲧⲉⲩⲙⲁ,στρατευμα
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ,στρατηγος
ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ,στρατηλατης
ⲥⲧⲣⲁⲧⲟⲛ,στρατον
ⲥⲧⲣⲁⲧⲱⲡⲉⲧⲱⲛ,στρατοπεδον
ⲥⲧⲣⲉⲃⲗⲟⲩ,στρεβλοω
ⲥⲧⲣⲟⲅⲓⲗⲗⲟⲥ,στρογγυλος
ⲥⲧⲣⲱⲙⲁ,στρωμα
ⲥⲧⲩⲗⲓⲧⲉⲩⲉ,στηλιτευω
ⲥⲧⲩⲗⲟⲥ,στυλος
ⲥⲧⲩⲣⲁⲝ,στυραξ
ⲥⲧⲩⲫⲏ,στυφη
ⲥⲩⲅⲅⲉⲛⲉⲓⲁ,συγγενεια
ⲥⲩⲅⲅⲉⲛⲏⲥ,συγγενης
ⲥⲩⲅⲏ,ζυγη
ⲥⲩⲅⲕⲣⲓⲙⲁ,συγκριμα
ⲥⲩⲅⲕⲣⲓⲛⲉ,συγκρινω
ⲥⲩⲅⲕⲣⲓⲥⲓⲥ,συγκρισις
ⲥⲩⲗⲁ,συλαω
ⲥⲩⲗⲉⲩⲉ,συλαω
ⲥⲩⲙⲃⲟⲗⲏ,συμβολη
ⲥⲩⲙⲃⲟⲗⲟⲛ,συμβολον
ⲥⲩⲙⲃⲟⲗⲟⲥ,συμβουλος
ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ,συμβουλευω
ⲥⲩⲙⲃⲟⲩⲗⲓⲁ,συμβουλια
ⲥⲩⲙⲃⲟⲩⲗⲓⲟⲛ,συμβουλιον
ⲥⲩⲙⲙⲁⲭⲟⲥ,συμμαχος
ⲥⲩⲙⲙⲉⲧⲟⲭⲟⲥ,συμμετοχος
ⲥⲩⲙⲡⲟⲥⲓⲟⲛ,συμποσιον
ⲥⲩⲙⲫⲁⲛⲉ,συμφανιζω
ⲥⲩⲙⲫⲁⲛⲓⲍⲉ,συμφανιζω
ⲥⲩⲙⲫⲉⲣⲉⲓ,συμφερω
ⲥⲩⲙⲫⲟⲣⲁ,συμφορα
ⲥⲩⲙⲫⲱⲛⲉⲓ,συμφωνεω
ⲥⲩⲙⲫⲱⲛⲓⲁ,συμφωνια
ⲥⲩⲙⲫⲱⲛⲟⲛ,συμφωνος
ⲥⲩⲙⲫⲱⲛⲟⲥ,συμφωνος
ⲥⲩⲛⲁⲅⲉ,συναγω
ⲥⲩⲛⲁⲅⲱⲅⲏ,συναγωγη
ⲥⲩⲛⲁⲓⲛⲉⲓ,συναινεω
ⲥⲩⲛⲁⲗⲗⲁⲅⲏ,συναλλαγη
ⲥⲩⲛⲁⲛⲧⲏⲙⲁ,συναντημα
ⲥⲩⲛⲁⲝⲓⲥ,συναξις
ⲥⲩⲛⲁⲣⲡⲁⲅⲏ,συναρπαγη
ⲥⲩⲛⲃⲟⲏⲑⲉⲓ,συμβοηθεω
ⲥⲩⲛⲃⲟⲏⲑⲓⲁ,συμβοηθεια
ⲥⲩⲛⲃⲟⲗⲏ,συμβολη
ⲥⲩⲛⲅⲛⲱⲙⲏ,συγγνωμη
ⲥⲩⲛⲅⲣⲁⲫⲉⲩⲥ,συγγραφευς
ⲥⲩⲛⲇⲟⲛⲓⲟⲛ,σινδονιον
ⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ,συνειδησις
ⲥⲩⲛⲉⲥⲓⲥ,συνεσις
ⲥⲩⲛⲉⲩⲇⲟⲕⲉⲓ,συνευδοκεω
ⲥⲩⲛⲉⲭⲉ,συνεχω
ⲥⲩⲛⲍⲏⲧⲉⲓ,συζητεω
ⲥⲩⲛⲍⲩⲅⲟⲥ,συζυγος
ⲥⲩⲛⲏⲇⲏⲥⲓⲥ,συνειδησις
ⲥⲩⲛⲏⲑⲉⲓⲁ,συνηθεια
ⲥⲩⲛⲏⲗⲑⲁⲓ,συνερχομαι
ⲥⲩⲛⲑⲉⲥⲓⲥ,συνθεσις
ⲥⲩⲛⲑⲏⲕⲏ,συνθηκη
ⲥⲩⲛⲑⲏⲧⲟⲛ,συνθετος
ⲥⲩⲛⲕⲁⲑⲉⲇⲣⲟⲥ,συγκαθεδρος
ⲥⲩⲛⲕⲁⲧⲁⲃⲁ,συγκαταβαινω
ⲥⲩⲛⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,συνκληρονομος
ⲥⲩⲛⲕⲗⲏⲧⲟⲥ,συγκλητος
ⲥⲩⲛⲟⲩⲥⲓⲁ,συνουσια
ⲥⲩⲛⲧⲁⲅⲏ,συνταγη
ⲥⲩⲛⲧⲁⲅⲙⲁ,συνταγμα
ⲥⲩⲛⲧⲁⲍⲉ,συντασσω
ⲥⲩⲛⲧⲉⲗⲉⲓ,συντελεω
ⲥⲩⲛⲧⲉⲗⲉⲓⲁ,συντελεια
ⲥⲩⲛⲧⲉⲭⲓⲁ,συντυχια
ⲥⲩⲛⲧⲓⲙⲁⲍⲉ,συντιμαζω
ⲥⲩⲛⲫⲱⲛⲏⲥⲓⲥ,συμφωνησις
ⲥⲩⲛⲭⲱⲣⲉⲓ,συγχωρεω
ⲥⲩⲛⲭⲱⲣⲏⲥⲓⲥ,συγχωρησις
ⲥⲩⲛⲹⲉⲇⲣⲓⲟⲛ,συνεδριον
ⲥⲩⲛⲹⲓⲥⲧⲁ,συνισταω
ⲥⲩⲛⲹⲟⲇⲟⲥ,συνοδος
ⲥⲩⲣⲉ,συρω
ⲥⲩⲥⲥⲏⲙⲟⲛ,συσσημον
ⲥⲩⲥⲧⲁⲥⲓⲥ,συστασις
ⲥⲩⲥⲧⲓⲗⲉ,συστελλω
